4.358749107499787669e+02 4.154557108607141708e+04 6.400000000000005684e+00 3.750000000000110845e+01
5.870710162788286652e+02 1.315400768524449668e+05 6.159999999999886455e+01 5.249999999999812417e+01
9.012163835818503230e+02 6.938442948691578931e+04 8.472000000000204523e+01 8.000000000000402167e+01
4.093288858894318309e+02 2.352029255064109748e+04 9.716000000000398984e+01 3.500000000000160583e+01
8.485418050791690803e+02 3.282073327398249239e+04 9.404000000000350212e+01 7.500000000000146372e+01
1.030931167878617543e+03 6.830589162234135438e+04 4.615999999999919368e+01 9.250000000001041656e+01
1.894592331812543406e+01 5.056814076341393229e+04 7.580000000000065086e+01 0.000000000000000000e+00
1.062134542723932555e+03 6.279889937037646450e+04 6.839999999999949409e+01 9.500000000001169553e+01
9.368626440912447606e+02 3.134907358917014062e+04 7.320000000000006501e+00 8.500000000000657963e+01
2.390640080296796555e+01 1.330870366212171939e+04 9.564000000000375223e+01 0.000000000000000000e+00
9.097895005751767030e+02 4.115552554157290433e+04 9.076000000000298940e+01 8.250000000000530065e+01
5.836304720077350794e+02 1.262770503068689432e+05 7.536000000000058208e+01 5.249999999999812417e+01
2.017473590894404367e+02 8.905277645416042651e+04 6.291999999999883642e+01 1.749999999999993605e+01
9.259136315978206540e+02 8.676228091851808131e+04 2.623999999999961830e+01 8.250000000000530065e+01
4.391607888140086402e+02 1.439412484456321909e+04 -1.199999999999994682e-01 3.916000000000077819e+01
5.574212169570821516e+02 1.305251664173597819e+05 2.955999999999954753e+01 4.999999999999862155e+01
6.988267841956730990e+02 1.246336927286230348e+05 5.459999999999901377e+01 6.249999999999613465e+01
8.216049007949657152e+02 2.367465145817497250e+04 3.480000000000003091e+00 7.250000000000018474e+01
1.932841298688698828e+01 4.952767900930615724e+04 7.732000000000088846e+01 0.000000000000000000e+00
5.805514477458953024e+02 8.005758734813750198e+04 8.768000000000250793e+01 5.249999999999812417e+01
7.689697824922931204e+02 1.298966782562826484e+04 -1.199999999999994682e-01 6.895999999999837371e+01
3.151652296655732499e+01 4.447895269367885339e+04 8.392000000000192017e+01 2.499999999999990674e+00
8.590893837092181684e+02 9.659597491305560106e+04 7.356000000000030070e+01 7.750000000000274269e+01
4.657713417190705059e+02 1.518148342415094157e+04 9.988000000000441503e+01 4.077000000000045787e+01
3.433591807599847243e+02 1.128015462864190922e+05 5.327999999999904190e+01 3.000000000000189004e+01
7.426171488811012011e+01 5.932480572775556357e+04 7.700000000000083844e+01 4.999999999999937828e+00
9.244021649694875578e+02 8.876568397567472130e+04 3.227999999999948955e+01 8.250000000000530065e+01
3.630203048194758821e+02 1.085337529993987118e+05 7.780000000000096350e+01 3.250000000000210321e+01
5.375862821607258368e+00 4.846349923902008595e+04 2.151999999999971891e+01 0.000000000000000000e+00
7.045304728373063199e+02 1.240478065987232840e+05 3.175999999999950063e+01 6.249999999999613465e+01
2.026781371436021288e+02 8.909540756599864108e+04 5.919999999999891571e+01 1.749999999999993605e+01
8.437245082172370303e+02 1.002425829275785509e+05 7.476000000000048828e+01 7.500000000000146372e+01
2.586014798117653299e+02 9.905803176837535284e+04 5.547999999999899501e+01 2.250000000000071765e+01
1.059030892838676436e+03 6.310529522587054089e+04 5.599999999999898392e+01 9.500000000001169553e+01
5.094564246644465584e+02 1.308737213068666897e+05 5.767999999999894811e+01 4.499999999999961631e+01
6.114084782231594772e+02 1.267142816871012619e+05 2.547999999999963450e+01 5.499999999999762679e+01
8.564460169525334550e+02 7.527293212909947033e+04 8.412000000000195143e+01 7.750000000000274269e+01
7.752657910423693011e+02 1.019621466506191937e+05 2.091999999999973170e+01 6.999999999999890576e+01
3.071708429224417500e+02 9.256108637942312635e+04 8.120000000000149498e+01 2.750000000000149925e+01
1.035704772094504023e+02 5.113226516267536499e+04 1.559999999999984510e+01 7.499999999999884537e+00
4.842817331950064386e+02 1.292862513792385871e+05 3.275999999999947931e+01 4.250000000000011369e+01
1.025518511466152631e+03 6.802670080473710550e+04 6.783999999999940655e+01 9.250000000001041656e+01
