5.314010127476221896e+02 4.530472094631437358e+03 6.427999999999885006e+01 4.749999999999911893e+01 3.720075976020607611e-44
3.161243409775639748e+02 9.288806003219817285e+03 4.539999999999920988e+01 2.750000000000149925e+01 8.934070300207899908e-44
1.861934689125679938e+02 1.321383720020815744e+01 8.464000000000203272e+01 1.499999999999972466e+01 1.968057466663204406e-43
9.591237342897808276e+02 8.934381125090101738e-02 9.636000000000386478e+01 8.500000000000657963e+01 4.307712405150058553e-43
4.828351971590752783e+02 6.494023036996770315e+03 3.855999999999935568e+01 4.250000000000011369e+01 9.368631166359783484e-43
9.168537027316980357e+02 3.497487596978919100e+03 6.247999999999884579e+01 8.250000000000530065e+01 2.024538768047751548e-42
1.030082715286172061e+03 5.275653064257203368e+03 4.955999999999912120e+01 9.250000000001041656e+01 4.347069351475061269e-42
7.398798049562857386e+02 3.210325481978828360e-02 9.936000000000433374e+01 6.499999999999634781e+01 9.274436999140943446e-42
4.355446221790300001e+02 1.010300144110570564e+00 7.720000000000006857e+00 3.750000000000110845e+01 1.966070366425990451e-41
2.101960976429568859e+02 8.002602620996640326e+02 2.911999999999955691e+01 1.749999999999993605e+01 4.141246430756911297e-41
1.726400448045422991e+02 9.755807940345209772e+02 3.043999999999952877e+01 1.499999999999972466e+01 8.667295572305904570e-41
5.708592025624151347e+02 3.908075738370045116e+01 8.328000000000182013e+01 4.999999999999862155e+01 1.802422727733088577e-40
6.727042869273374208e+02 1.262798641018443959e+04 5.067999999999909733e+01 5.999999999999663203e+01 3.724347690162502907e-40
1.062140298811125376e+03 7.385651767118855560e+02 6.843999999999950035e+01 9.500000000001169553e+01 7.646528238238407136e-40
2.473594498523889342e+02 1.880106965177338191e-02 9.988000000000441503e+01 2.235000000000069420e+01 1.559907659322829310e-39
1.093342349417679770e+03 9.375688791164538571e+00 1.651999999999982549e+01 9.750000000001297451e+01 3.161942730312956747e-39
1.755503689730380188e+02 5.252947143685855735e+03 4.207999999999928065e+01 1.499999999999972466e+01 6.368389594858938646e-39
2.789789556695031933e+02 2.048306342143449044e+01 1.575999999999984169e+01 2.500000000000110845e+01 1.274458692773137609e-38
3.645448124633804241e+02 9.558067557141780526e+02 7.172000000000001307e+01 3.250000000000210321e+01 2.534208941664543254e-38
6.468862219020135171e+02 9.511315747633290812e+03 4.235999999999927468e+01 5.749999999999712941e+01 5.007023034385849985e-38
8.292689363894075996e+02 3.089531914552274827e+01 1.691999999999981696e+01 7.500000000000146372e+01 9.829632361087013184e-38
7.543710746239395348e+02 1.110531289678562825e+04 5.239999999999906066e+01 6.749999999999762679e+01 1.917412154665108036e-37
6.821771334849159985e+02 5.055383425983192680e+00 8.856000000000264549e+01 5.999999999999663203e+01 3.716329325873432195e-37
6.711414128935513190e+02 1.075796080861807968e+04 4.443999999999923034e+01 5.999999999999663203e+01 7.157039664370007560e-37
4.841220112755776199e+02 3.032462066225119088e+03 3.339999999999946567e+01 4.250000000000011369e+01 1.369535111779590702e-36
6.267611273088523376e+02 1.005983562608989956e+01 8.692000000000238913e+01 5.499999999999762679e+01 2.603954751829014023e-36
9.021328140204817601e+02 3.651015584214409859e+00 8.840000000000262048e+01 8.000000000000402167e+01 4.919423494803421086e-36
9.831008165297043888e+02 2.552474462941488653e+01 1.747999999999980503e+01 8.750000000000785860e+01 9.234545040937517911e-36
8.621622084676238273e+02 4.727002128570708010e+03 6.123999999999887223e+01 7.750000000000274269e+01 1.722413069144556108e-35
4.914427516542050398e+02 1.995992562162871575e-01 4.120000000000003659e+00 4.250000000000011369e+01 3.192123134425868643e-35
8.987249077370134387e+01 5.908492520682239046e+02 7.039999999999980673e+01 7.499999999999884537e+00 5.878174501569986886e-35
6.878353791563479263e+02 5.015229539401170472e-02 9.856000000000420869e+01 6.249999999999613465e+01 1.075538172400592455e-34
2.167257791734746206e+02 7.086770355171513602e-02 3.000000000000002665e+00 1.749999999999993605e+01 1.955373378794636183e-34
3.086385495333310018e+02 3.517923504625146052e+02 7.536000000000058208e+01 2.750000000000149925e+01 3.532271547262789544e-34
9.371683813456050984e+02 8.529466719143753428e-01 8.519999999999996021e+00 8.500000000000657963e+01 6.340141975417765829e-34
3.229932761615618233e+02 4.613071432219400236e+01 1.791999999999979565e+01 2.750000000000149925e+01 1.130744277772164869e-33
6.086697285192417439e+01 1.067361477184269063e+02 2.339999999999967883e+01 4.999999999999937828e+00 2.003781346633004083e-33
6.751328771295387696e+02 7.164125633643144283e+03 6.039999999999889013e+01 5.999999999999663203e+01 3.528229082801164663e-33
3.291784959967584427e+02 1.946736713561606283e-02 -1.199999999999994682e-01 2.917000000000176030e+01 6.172821759615509255e-33
8.278934853391218667e+02 3.913202285071241349e+00 1.143999999999993378e+01 7.500000000000146372e+01 1.073077808369419583e-32
7.448999504791656818e+02 2.201557816888161767e+00 9.032000000000292061e+01 6.749999999999762679e+01 1.853528233098798574e-32
9.355115699182833851e+02 3.799064214927948269e-02 1.920000000000001705e+00 8.500000000000657963e+01 3.181176114712230281e-32
1.084204439145470360e+03 3.254259530221435853e+03 5.307999999999904617e+01 9.750000000001297451e+01 5.424962439506353901e-32
4.314614330728777531e+02 3.548551378703141381e+02 2.403999999999966519e+01 3.750000000000110845e+01 9.192344111376589658e-32
2.855664545519459807e+02 7.067019947048529502e+03 4.211999999999927979e+01 2.500000000000110845e+01 1.547662739383022424e-31
5.173315150803960023e+02 4.035420334515019469e+00 8.920000000000274554e+01 4.499999999999961631e+01 2.589088498828915879e-31
2.756660001601888439e+02 6.889171664754373259e-02 2.520000000000002238e+00 2.500000000000110845e+01 4.303660255459247236e-31
2.901597156380192928e+02 5.496968612909710828e+03 6.047999999999888843e+01 2.500000000000110845e+01 7.108035344779489728e-31
8.739397537622048731e+02 1.064856786520444842e+01 1.415999999999987580e+01 7.750000000000274269e+01 1.166491808097916743e-30
9.146747335447679461e+02 7.455076706626330179e+02 7.119999999999993179e+01 8.250000000000530065e+01 1.902104281335995804e-30
4.048073734368637844e+01 3.352392387878949194e+03 4.803999999999915360e+01 2.499999999999990674e+00 3.081821412283671938e-30
6.015306918860586620e+02 1.717667063290071461e-01 3.760000000000003340e+00 5.249999999999812417e+01 4.961364431091723045e-30
9.767701195148732722e+02 5.078955917828178826e+03 4.279999999999926530e+01 8.750000000000785860e+01 7.936249351755834089e-30
1.326448250922081797e+02 1.061944203617474880e+00 9.052000000000295188e+01 9.999999999999831246e+00 1.261391777691321718e-29
2.863346399514670679e+02 8.679712082916654253e+03 4.519999999999921414e+01 2.500000000000110845e+01 1.992072784357473205e-29
5.147160209438009133e+02 1.709609361306918345e+02 7.872000000000110731e+01 4.499999999999961631e+01 3.125942059588504218e-29
