0.000000000000000000e+00 4.552866704825572937e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.720075976020607611e-44
1.000090917356123293e-01 5.734801732391946877e-03 4.399999999999999467e-01 0.000000000000000000e+00 8.934070300207899908e-44
2.000181834712246587e-01 7.060781116738805603e-03 8.400000000000001910e-01 0.000000000000000000e+00 1.968057466663204406e-43
3.000272752068369742e-01 8.678424882566336540e-03 1.240000000000000435e+00 0.000000000000000000e+00 4.307712405150058553e-43
4.000363669424493174e-01 1.064843026314279961e-02 1.640000000000000790e+00 0.000000000000000000e+00 9.368631166359783484e-43
5.000454586780616051e-01 1.304334713508915368e-02 2.040000000000000924e+00 0.000000000000000000e+00 2.024538768047751548e-42
6.000545504136739483e-01 1.594972383863220086e-02 2.440000000000001279e+00 0.000000000000000000e+00 4.347069351475061269e-42
7.000636421492864025e-01 1.947060667308066553e-02 2.840000000000001634e+00 0.000000000000000000e+00 9.274436999140943446e-42
8.000727338848986347e-01 2.372844455002459663e-02 3.240000000000001990e+00 0.000000000000000000e+00 1.966070366425990451e-41
9.000818256205108669e-01 2.886845651407259419e-02 3.640000000000002345e+00 0.000000000000000000e+00 4.141246430756911297e-41
1.000090917356123210e+00 3.506252659439206693e-02 4.040000000000002700e+00 0.000000000000000000e+00 8.667295572305904570e-41
1.100100009091735664e+00 4.251369773360821197e-02 4.440000000000003055e+00 0.000000000000000000e+00 1.802422727733088577e-40
1.200109100827347897e+00 5.146134434789013945e-02 4.840000000000003411e+00 0.000000000000000000e+00 3.724347690162502907e-40
1.300118192562960129e+00 6.218711138706941449e-02 5.240000000000003766e+00 0.000000000000000000e+00 7.646528238238407136e-40
1.400127284298572805e+00 7.502171655627414004e-02 5.640000000000004121e+00 0.000000000000000000e+00 1.559907659322829310e-39
1.500136376034185037e+00 9.035272158670376585e-02 6.040000000000004476e+00 0.000000000000000000e+00 3.161942730312956747e-39
1.600145467769797269e+00 1.086333880398162033e-01 6.440000000000004832e+00 0.000000000000000000e+00 6.368389594858938646e-39
1.700154559505409502e+00 1.303927430151907430e-01 6.840000000000005187e+00 0.000000000000000000e+00 1.274458692773137609e-38
1.800163651241021734e+00 1.562469902016183076e-01 7.240000000000005542e+00 0.000000000000000000e+00 2.534208941664543254e-38
1.900172742976634410e+00 1.869124118350441732e-01 7.640000000000005898e+00 0.000000000000000000e+00 5.007023034385849985e-38
2.000181834712246420e+00 2.232199171490366341e-01 8.040000000000004476e+00 0.000000000000000000e+00 9.829632361087013184e-38
2.100190926447858875e+00 2.661314026348666206e-01 8.439999999999995950e+00 0.000000000000000000e+00 1.917412154665108036e-37
2.200200018183471329e+00 3.167580986526909448e-01 8.839999999999987423e+00 0.000000000000000000e+00 3.716329325873432195e-37
2.300209109919083339e+00 3.763810853970595560e-01 9.239999999999978897e+00 0.000000000000000000e+00 7.157039664370007560e-37
2.400218201654695793e+00 4.464741686341248128e-01 9.639999999999970370e+00 0.000000000000000000e+00 1.369535111779590702e-36
2.500227293390308247e+00 5.287293116646240021e-01 1.003999999999996184e+01 0.000000000000000000e+00 2.603954751829014023e-36
2.600236385125920258e+00 6.250848242695833390e-01 1.043999999999995332e+01 0.000000000000000000e+00 4.919423494803421086e-36
2.700245476861532712e+00 7.377565115583352151e-01 1.083999999999994479e+01 0.000000000000000000e+00 9.234545040937517911e-36
2.800254568597145610e+00 8.692719852351736831e-01 1.123999999999993626e+01 0.000000000000000000e+00 1.722413069144556108e-35
2.900263660332757620e+00 1.022508336351573677e+00 1.163999999999992774e+01 0.000000000000000000e+00 3.192123134425868643e-35
3.000272752068370075e+00 1.200733361627022822e+00 1.203999999999991921e+01 0.000000000000000000e+00 5.878174501569986886e-35
3.100281843803982085e+00 1.407650524366364841e+00 1.243999999999991068e+01 0.000000000000000000e+00 1.075538172400592455e-34
3.200290935539594539e+00 1.647447815342396593e+00 1.283999999999990216e+01 0.000000000000000000e+00 1.955373378794636183e-34
3.300300027275206993e+00 1.924850658174152018e+00 1.323999999999989363e+01 0.000000000000000000e+00 3.532271547262789544e-34
3.400309119010819003e+00 2.245178977162991973e+00 1.363999999999988511e+01 0.000000000000000000e+00 6.340141975417765829e-34
3.500318210746431458e+00 2.614408512691043907e+00 1.403999999999987658e+01 0.000000000000000000e+00 1.130744277772164869e-33
3.600327302482043468e+00 3.039236429590321809e+00 1.443999999999986805e+01 0.000000000000000000e+00 2.003781346633004083e-33
3.700336394217655922e+00 3.527151216873958273e+00 1.483999999999985953e+01 0.000000000000000000e+00 3.528229082801164663e-33
3.800345485953268820e+00 4.086506822392953708e+00 1.523999999999985100e+01 0.000000000000000000e+00 6.172821759615509255e-33
3.900354577688880831e+00 4.726600902990833575e+00 1.563999999999984247e+01 0.000000000000000000e+00 1.073077808369419583e-32
4.000363669424492841e+00 5.457756999210335636e+00 1.603999999999983572e+01 0.000000000000000000e+00 1.853528233098798574e-32
4.100372761160105739e+00 6.291410363443241671e+00 1.643999999999982720e+01 0.000000000000000000e+00 3.181176114712230281e-32
